# H4_MM(GMSR) EOS. Reference paper: G.Grams, J.Margueron, R.Somasundaram, and S.Reddy, EPJA (2022) 58:56. https://doi.org/10.1140/epja/s10050-022-00706-w 
# Outer-Inner Crust Transition :
# nB_inner =   2.5282142292259004E-004 fm-3, rho =   7.1798191275380834      MeV/fm3, P =   5.4763060342489047E-004 MeV/fm3,  mu_cl_n =   2.6651916429173218E-004 MeV
# Crust-Core Transition:	
# nB_cc =   9.0609997736513612E-002 fm-3. rho =   18.131463559875652      MeV/fm3, P =  0.47616516763123967      MeV/fm3,  mu_cl_n_ =   9.0609997736513612E-002 MeV
#   nB(fm-3),        Acl,         Zcl,          ncl (fm-3),        Ye,        ng (fm-3),     V_WS (fm^3),  E/A-m_n (MeV),  P (MeV/fm^3),  mu_cl_n (MeV),     mu_cl_p (MeV)  
     0.1307E-03     0.9341E+02     0.3177E+02     0.1676E+00     0.3402E+00     0.0000E+00     0.7145E+06    -0.2953E+01     0.2403E-03    -0.1460E+01    -0.2157E+02
     0.1325E-03     0.9356E+02     0.3179E+02     0.1675E+00     0.3397E+00     0.0000E+00     0.7063E+06    -0.2930E+01     0.2442E-03    -0.1432E+01    -0.2163E+02
     0.1342E-03     0.9372E+02     0.3180E+02     0.1675E+00     0.3393E+00     0.0000E+00     0.6982E+06    -0.2908E+01     0.2481E-03    -0.1405E+01    -0.2168E+02
     0.1360E-03     0.9387E+02     0.3181E+02     0.1674E+00     0.3389E+00     0.0000E+00     0.6902E+06    -0.2885E+01     0.2521E-03    -0.1377E+01    -0.2174E+02
     0.1378E-03     0.9402E+02     0.3183E+02     0.1673E+00     0.3385E+00     0.0000E+00     0.6822E+06    -0.2863E+01     0.2561E-03    -0.1349E+01    -0.2180E+02
     0.1396E-03     0.9418E+02     0.3184E+02     0.1673E+00     0.3381E+00     0.0000E+00     0.6744E+06    -0.2840E+01     0.2603E-03    -0.1321E+01    -0.2186E+02
     0.1415E-03     0.9433E+02     0.3185E+02     0.1672E+00     0.3376E+00     0.0000E+00     0.6667E+06    -0.2817E+01     0.2644E-03    -0.1293E+01    -0.2192E+02
     0.1434E-03     0.9449E+02     0.3186E+02     0.1671E+00     0.3372E+00     0.0000E+00     0.6590E+06    -0.2795E+01     0.2687E-03    -0.1265E+01    -0.2198E+02
     0.1453E-03     0.9464E+02     0.3188E+02     0.1671E+00     0.3368E+00     0.0000E+00     0.6515E+06    -0.2772E+01     0.2730E-03    -0.1237E+01    -0.2204E+02
     0.1472E-03     0.9480E+02     0.3189E+02     0.1670E+00     0.3364E+00     0.0000E+00     0.6440E+06    -0.2749E+01     0.2774E-03    -0.1209E+01    -0.2210E+02
     0.1492E-03     0.9496E+02     0.3190E+02     0.1670E+00     0.3359E+00     0.0000E+00     0.6366E+06    -0.2726E+01     0.2818E-03    -0.1181E+01    -0.2216E+02
     0.1511E-03     0.9512E+02     0.3191E+02     0.1669E+00     0.3355E+00     0.0000E+00     0.6293E+06    -0.2703E+01     0.2863E-03    -0.1153E+01    -0.2222E+02
     0.1532E-03     0.9528E+02     0.3192E+02     0.1668E+00     0.3351E+00     0.0000E+00     0.6221E+06    -0.2680E+01     0.2909E-03    -0.1125E+01    -0.2228E+02
     0.1552E-03     0.9543E+02     0.3194E+02     0.1668E+00     0.3346E+00     0.0000E+00     0.6150E+06    -0.2657E+01     0.2956E-03    -0.1096E+01    -0.2234E+02
     0.1572E-03     0.9559E+02     0.3195E+02     0.1667E+00     0.3342E+00     0.0000E+00     0.6079E+06    -0.2633E+01     0.3003E-03    -0.1068E+01    -0.2240E+02
     0.1593E-03     0.9575E+02     0.3196E+02     0.1666E+00     0.3338E+00     0.0000E+00     0.6010E+06    -0.2610E+01     0.3051E-03    -0.1039E+01    -0.2246E+02
     0.1615E-03     0.9592E+02     0.3197E+02     0.1665E+00     0.3333E+00     0.0000E+00     0.5941E+06    -0.2587E+01     0.3100E-03    -0.1011E+01    -0.2252E+02
     0.1636E-03     0.9608E+02     0.3199E+02     0.1665E+00     0.3329E+00     0.0000E+00     0.5873E+06    -0.2563E+01     0.3149E-03    -0.9822E+00    -0.2258E+02
     0.1658E-03     0.9624E+02     0.3200E+02     0.1664E+00     0.3325E+00     0.0000E+00     0.5806E+06    -0.2540E+01     0.3199E-03    -0.9535E+00    -0.2265E+02
     0.1680E-03     0.9640E+02     0.3201E+02     0.1663E+00     0.3320E+00     0.0000E+00     0.5739E+06    -0.2517E+01     0.3250E-03    -0.9248E+00    -0.2271E+02
     0.1702E-03     0.9657E+02     0.3202E+02     0.1663E+00     0.3316E+00     0.0000E+00     0.5674E+06    -0.2493E+01     0.3302E-03    -0.8960E+00    -0.2277E+02
     0.1725E-03     0.9673E+02     0.3203E+02     0.1662E+00     0.3312E+00     0.0000E+00     0.5609E+06    -0.2469E+01     0.3355E-03    -0.8671E+00    -0.2283E+02
     0.1747E-03     0.9690E+02     0.3205E+02     0.1661E+00     0.3307E+00     0.0000E+00     0.5545E+06    -0.2446E+01     0.3408E-03    -0.8382E+00    -0.2290E+02
     0.1771E-03     0.9706E+02     0.3206E+02     0.1661E+00     0.3303E+00     0.0000E+00     0.5482E+06    -0.2422E+01     0.3463E-03    -0.8092E+00    -0.2296E+02
     0.1794E-03     0.9723E+02     0.3207E+02     0.1660E+00     0.3298E+00     0.0000E+00     0.5419E+06    -0.2398E+01     0.3518E-03    -0.7802E+00    -0.2302E+02
     0.1818E-03     0.9739E+02     0.3208E+02     0.1659E+00     0.3294E+00     0.0000E+00     0.5357E+06    -0.2374E+01     0.3574E-03    -0.7511E+00    -0.2309E+02
     0.1842E-03     0.9756E+02     0.3209E+02     0.1658E+00     0.3289E+00     0.0000E+00     0.5296E+06    -0.2350E+01     0.3631E-03    -0.7219E+00    -0.2315E+02
     0.1867E-03     0.9773E+02     0.3210E+02     0.1658E+00     0.3285E+00     0.0000E+00     0.5236E+06    -0.2326E+01     0.3688E-03    -0.6927E+00    -0.2322E+02
     0.1891E-03     0.9790E+02     0.3212E+02     0.1657E+00     0.3280E+00     0.0000E+00     0.5176E+06    -0.2302E+01     0.3747E-03    -0.6634E+00    -0.2328E+02
     0.1917E-03     0.9807E+02     0.3213E+02     0.1656E+00     0.3276E+00     0.0000E+00     0.5117E+06    -0.2278E+01     0.3807E-03    -0.6340E+00    -0.2335E+02
     0.1942E-03     0.9824E+02     0.3214E+02     0.1656E+00     0.3271E+00     0.0000E+00     0.5059E+06    -0.2254E+01     0.3867E-03    -0.6046E+00    -0.2341E+02
     0.1968E-03     0.9841E+02     0.3215E+02     0.1655E+00     0.3267E+00     0.0000E+00     0.5001E+06    -0.2230E+01     0.3929E-03    -0.5751E+00    -0.2348E+02
     0.1994E-03     0.9858E+02     0.3216E+02     0.1654E+00     0.3262E+00     0.0000E+00     0.4944E+06    -0.2205E+01     0.3991E-03    -0.5456E+00    -0.2354E+02
     0.2020E-03     0.9875E+02     0.3217E+02     0.1653E+00     0.3258E+00     0.0000E+00     0.4888E+06    -0.2181E+01     0.4054E-03    -0.5160E+00    -0.2361E+02
     0.2047E-03     0.9893E+02     0.3218E+02     0.1653E+00     0.3253E+00     0.0000E+00     0.4832E+06    -0.2156E+01     0.4118E-03    -0.4864E+00    -0.2368E+02
     0.2074E-03     0.9910E+02     0.3220E+02     0.1652E+00     0.3249E+00     0.0000E+00     0.4777E+06    -0.2132E+01     0.4184E-03    -0.4566E+00    -0.2374E+02
     0.2102E-03     0.9927E+02     0.3221E+02     0.1651E+00     0.3244E+00     0.0000E+00     0.4723E+06    -0.2107E+01     0.4250E-03    -0.4269E+00    -0.2381E+02
     0.2130E-03     0.9945E+02     0.3222E+02     0.1650E+00     0.3240E+00     0.0000E+00     0.4669E+06    -0.2083E+01     0.4317E-03    -0.3970E+00    -0.2388E+02
     0.2158E-03     0.9962E+02     0.3223E+02     0.1649E+00     0.3235E+00     0.0000E+00     0.4616E+06    -0.2058E+01     0.4385E-03    -0.3671E+00    -0.2394E+02
     0.2187E-03     0.9980E+02     0.3224E+02     0.1649E+00     0.3230E+00     0.0000E+00     0.4564E+06    -0.2033E+01     0.4455E-03    -0.3372E+00    -0.2401E+02
     0.2216E-03     0.9998E+02     0.3225E+02     0.1648E+00     0.3226E+00     0.0000E+00     0.4512E+06    -0.2009E+01     0.4525E-03    -0.3071E+00    -0.2408E+02
     0.2245E-03     0.1002E+03     0.3226E+02     0.1647E+00     0.3221E+00     0.0000E+00     0.4461E+06    -0.1984E+01     0.4597E-03    -0.2771E+00    -0.2415E+02
     0.2275E-03     0.1003E+03     0.3227E+02     0.1646E+00     0.3216E+00     0.0000E+00     0.4410E+06    -0.1959E+01     0.4669E-03    -0.2469E+00    -0.2422E+02
     0.2305E-03     0.1005E+03     0.3228E+02     0.1646E+00     0.3212E+00     0.0000E+00     0.4360E+06    -0.1934E+01     0.4743E-03    -0.2167E+00    -0.2428E+02
     0.2336E-03     0.1007E+03     0.3229E+02     0.1645E+00     0.3207E+00     0.0000E+00     0.4311E+06    -0.1909E+01     0.4818E-03    -0.1865E+00    -0.2435E+02
     0.2367E-03     0.1009E+03     0.3230E+02     0.1644E+00     0.3202E+00     0.0000E+00     0.4262E+06    -0.1884E+01     0.4894E-03    -0.1562E+00    -0.2442E+02
     0.2398E-03     0.1011E+03     0.3232E+02     0.1643E+00     0.3198E+00     0.0000E+00     0.4214E+06    -0.1858E+01     0.4971E-03    -0.1258E+00    -0.2449E+02
     0.2430E-03     0.1012E+03     0.3233E+02     0.1642E+00     0.3193E+00     0.0000E+00     0.4166E+06    -0.1833E+01     0.5049E-03    -0.9535E-01    -0.2456E+02
     0.2462E-03     0.1014E+03     0.3234E+02     0.1641E+00     0.3188E+00     0.0000E+00     0.4119E+06    -0.1808E+01     0.5129E-03    -0.6486E-01    -0.2463E+02
     0.2495E-03     0.1016E+03     0.3235E+02     0.1641E+00     0.3184E+00     0.0000E+00     0.4072E+06    -0.1783E+01     0.5209E-03    -0.3431E-01    -0.2470E+02
     0.2528E-03     0.1018E+03     0.3236E+02     0.1640E+00     0.3179E+00     0.0000E+00     0.4026E+06    -0.1757E+01     0.5476E-03    -0.3706E-02    -0.2477E+02
     0.2562E-03     0.1020E+03     0.3237E+02     0.1639E+00     0.3174E+00     0.0000E+00     0.3980E+06    -0.1732E+01     0.5513E-03     0.2696E-01    -0.2485E+02
     0.2596E-03     0.1020E+03     0.3237E+02     0.1639E+00     0.3142E+00     0.2519E-05     0.3969E+06    -0.1708E+01     0.5549E-03     0.3499E-01    -0.2486E+02
     0.2630E-03     0.1021E+03     0.3237E+02     0.1638E+00     0.3118E+00     0.4335E-05     0.3947E+06    -0.1684E+01     0.5583E-03     0.4975E-01    -0.2490E+02
     0.2665E-03     0.1022E+03     0.3238E+02     0.1638E+00     0.3094E+00     0.6312E-05     0.3927E+06    -0.1660E+01     0.5617E-03     0.6340E-01    -0.2493E+02
     0.2701E-03     0.1023E+03     0.3238E+02     0.1638E+00     0.3068E+00     0.8416E-05     0.3908E+06    -0.1637E+01     0.5650E-03     0.7626E-01    -0.2496E+02
     0.2736E-03     0.1023E+03     0.3239E+02     0.1637E+00     0.3042E+00     0.1063E-04     0.3891E+06    -0.1613E+01     0.5683E-03     0.8854E-01    -0.2499E+02
     0.2773E-03     0.1024E+03     0.3239E+02     0.1637E+00     0.3016E+00     0.1293E-04     0.3874E+06    -0.1590E+01     0.5716E-03     0.1003E+00    -0.2502E+02
     0.2810E-03     0.1025E+03     0.3239E+02     0.1637E+00     0.2989E+00     0.1532E-04     0.3858E+06    -0.1567E+01     0.5749E-03     0.1118E+00    -0.2504E+02
     0.2847E-03     0.1026E+03     0.3240E+02     0.1636E+00     0.2962E+00     0.1779E-04     0.3842E+06    -0.1544E+01     0.5781E-03     0.1229E+00    -0.2507E+02
     0.2885E-03     0.1026E+03     0.3240E+02     0.1636E+00     0.2935E+00     0.2034E-04     0.3827E+06    -0.1521E+01     0.5813E-03     0.1337E+00    -0.2509E+02
     0.2923E-03     0.1027E+03     0.3241E+02     0.1636E+00     0.2909E+00     0.2295E-04     0.3812E+06    -0.1499E+01     0.5845E-03     0.1443E+00    -0.2512E+02
     0.2962E-03     0.1027E+03     0.3241E+02     0.1635E+00     0.2882E+00     0.2564E-04     0.3797E+06    -0.1477E+01     0.5878E-03     0.1548E+00    -0.2514E+02
     0.3001E-03     0.1028E+03     0.3241E+02     0.1635E+00     0.2855E+00     0.2839E-04     0.3783E+06    -0.1455E+01     0.5910E-03     0.1650E+00    -0.2517E+02
     0.3041E-03     0.1029E+03     0.3242E+02     0.1635E+00     0.2828E+00     0.3121E-04     0.3769E+06    -0.1433E+01     0.5942E-03     0.1751E+00    -0.2519E+02
     0.3081E-03     0.1029E+03     0.3242E+02     0.1635E+00     0.2802E+00     0.3410E-04     0.3755E+06    -0.1411E+01     0.5975E-03     0.1850E+00    -0.2521E+02
     0.3122E-03     0.1030E+03     0.3242E+02     0.1634E+00     0.2775E+00     0.3705E-04     0.3742E+06    -0.1389E+01     0.6007E-03     0.1948E+00    -0.2524E+02
     0.3164E-03     0.1030E+03     0.3242E+02     0.1634E+00     0.2749E+00     0.4006E-04     0.3728E+06    -0.1368E+01     0.6040E-03     0.2046E+00    -0.2526E+02
     0.3206E-03     0.1031E+03     0.3243E+02     0.1634E+00     0.2723E+00     0.4313E-04     0.3715E+06    -0.1346E+01     0.6073E-03     0.2142E+00    -0.2528E+02
     0.3248E-03     0.1032E+03     0.3243E+02     0.1634E+00     0.2697E+00     0.4627E-04     0.3702E+06    -0.1325E+01     0.6106E-03     0.2237E+00    -0.2530E+02
     0.3291E-03     0.1032E+03     0.3243E+02     0.1633E+00     0.2671E+00     0.4947E-04     0.3690E+06    -0.1304E+01     0.6140E-03     0.2331E+00    -0.2533E+02
     0.3335E-03     0.1033E+03     0.3244E+02     0.1633E+00     0.2645E+00     0.5273E-04     0.3677E+06    -0.1284E+01     0.6173E-03     0.2425E+00    -0.2535E+02
     0.3379E-03     0.1033E+03     0.3244E+02     0.1633E+00     0.2619E+00     0.5606E-04     0.3665E+06    -0.1263E+01     0.6207E-03     0.2518E+00    -0.2537E+02
     0.3424E-03     0.1034E+03     0.3244E+02     0.1633E+00     0.2594E+00     0.5944E-04     0.3652E+06    -0.1243E+01     0.6242E-03     0.2611E+00    -0.2539E+02
     0.3470E-03     0.1034E+03     0.3245E+02     0.1632E+00     0.2569E+00     0.6289E-04     0.3640E+06    -0.1222E+01     0.6276E-03     0.2703E+00    -0.2541E+02
     0.3516E-03     0.1035E+03     0.3245E+02     0.1632E+00     0.2544E+00     0.6640E-04     0.3628E+06    -0.1202E+01     0.6311E-03     0.2794E+00    -0.2544E+02
     0.3563E-03     0.1036E+03     0.3245E+02     0.1632E+00     0.2519E+00     0.6997E-04     0.3616E+06    -0.1182E+01     0.6346E-03     0.2885E+00    -0.2546E+02
     0.3610E-03     0.1036E+03     0.3245E+02     0.1632E+00     0.2495E+00     0.7361E-04     0.3604E+06    -0.1162E+01     0.6382E-03     0.2976E+00    -0.2548E+02
     0.3658E-03     0.1037E+03     0.3246E+02     0.1631E+00     0.2470E+00     0.7731E-04     0.3592E+06    -0.1143E+01     0.6418E-03     0.3066E+00    -0.2550E+02
     0.3706E-03     0.1037E+03     0.3246E+02     0.1631E+00     0.2446E+00     0.8108E-04     0.3580E+06    -0.1123E+01     0.6454E-03     0.3156E+00    -0.2552E+02
     0.3756E-03     0.1038E+03     0.3246E+02     0.1631E+00     0.2422E+00     0.8490E-04     0.3569E+06    -0.1104E+01     0.6491E-03     0.3246E+00    -0.2554E+02
     0.3805E-03     0.1038E+03     0.3246E+02     0.1631E+00     0.2398E+00     0.8880E-04     0.3557E+06    -0.1084E+01     0.6528E-03     0.3336E+00    -0.2556E+02
     0.3856E-03     0.1039E+03     0.3247E+02     0.1630E+00     0.2375E+00     0.9276E-04     0.3546E+06    -0.1065E+01     0.6566E-03     0.3425E+00    -0.2559E+02
     0.3907E-03     0.1039E+03     0.3247E+02     0.1630E+00     0.2351E+00     0.9678E-04     0.3534E+06    -0.1046E+01     0.6604E-03     0.3514E+00    -0.2561E+02
     0.3959E-03     0.1040E+03     0.3247E+02     0.1630E+00     0.2328E+00     0.1009E-03     0.3523E+06    -0.1027E+01     0.6642E-03     0.3603E+00    -0.2563E+02
     0.4012E-03     0.1041E+03     0.3248E+02     0.1630E+00     0.2305E+00     0.1050E-03     0.3512E+06    -0.1009E+01     0.6681E-03     0.3692E+00    -0.2565E+02
     0.4065E-03     0.1041E+03     0.3248E+02     0.1629E+00     0.2283E+00     0.1093E-03     0.3500E+06    -0.9901E+00     0.6720E-03     0.3781E+00    -0.2567E+02
     0.4119E-03     0.1042E+03     0.3248E+02     0.1629E+00     0.2260E+00     0.1136E-03     0.3489E+06    -0.9716E+00     0.6760E-03     0.3869E+00    -0.2569E+02
     0.4174E-03     0.1042E+03     0.3248E+02     0.1629E+00     0.2238E+00     0.1179E-03     0.3478E+06    -0.9533E+00     0.6801E-03     0.3958E+00    -0.2571E+02
     0.4229E-03     0.1043E+03     0.3249E+02     0.1629E+00     0.2216E+00     0.1224E-03     0.3467E+06    -0.9351E+00     0.6842E-03     0.4046E+00    -0.2573E+02
     0.4285E-03     0.1043E+03     0.3249E+02     0.1628E+00     0.2194E+00     0.1269E-03     0.3456E+06    -0.9171E+00     0.6883E-03     0.4135E+00    -0.2575E+02
     0.4342E-03     0.1044E+03     0.3249E+02     0.1628E+00     0.2172E+00     0.1314E-03     0.3445E+06    -0.8992E+00     0.6925E-03     0.4223E+00    -0.2578E+02
     0.4400E-03     0.1044E+03     0.3249E+02     0.1628E+00     0.2151E+00     0.1361E-03     0.3434E+06    -0.8814E+00     0.6968E-03     0.4312E+00    -0.2580E+02
     0.4458E-03     0.1045E+03     0.3250E+02     0.1627E+00     0.2130E+00     0.1408E-03     0.3423E+06    -0.8637E+00     0.7011E-03     0.4400E+00    -0.2582E+02
     0.4517E-03     0.1045E+03     0.3250E+02     0.1627E+00     0.2108E+00     0.1456E-03     0.3412E+06    -0.8461E+00     0.7055E-03     0.4488E+00    -0.2584E+02
     0.4577E-03     0.1046E+03     0.3250E+02     0.1627E+00     0.2088E+00     0.1505E-03     0.3401E+06    -0.8287E+00     0.7099E-03     0.4577E+00    -0.2586E+02
     0.4638E-03     0.1047E+03     0.3250E+02     0.1627E+00     0.2067E+00     0.1554E-03     0.3391E+06    -0.8113E+00     0.7144E-03     0.4665E+00    -0.2588E+02
     0.4700E-03     0.1047E+03     0.3251E+02     0.1626E+00     0.2047E+00     0.1604E-03     0.3380E+06    -0.7941E+00     0.7190E-03     0.4754E+00    -0.2590E+02
     0.4762E-03     0.1048E+03     0.3251E+02     0.1626E+00     0.2026E+00     0.1655E-03     0.3369E+06    -0.7770E+00     0.7236E-03     0.4843E+00    -0.2592E+02
     0.4825E-03     0.1048E+03     0.3251E+02     0.1626E+00     0.2006E+00     0.1707E-03     0.3358E+06    -0.7601E+00     0.7283E-03     0.4932E+00    -0.2594E+02
     0.4889E-03     0.1049E+03     0.3251E+02     0.1626E+00     0.1987E+00     0.1760E-03     0.3348E+06    -0.7432E+00     0.7330E-03     0.5020E+00    -0.2597E+02
     0.4954E-03     0.1049E+03     0.3252E+02     0.1625E+00     0.1967E+00     0.1813E-03     0.3337E+06    -0.7264E+00     0.7379E-03     0.5109E+00    -0.2599E+02
     0.5020E-03     0.1050E+03     0.3252E+02     0.1625E+00     0.1948E+00     0.1867E-03     0.3326E+06    -0.7098E+00     0.7428E-03     0.5198E+00    -0.2601E+02
     0.5087E-03     0.1050E+03     0.3252E+02     0.1625E+00     0.1928E+00     0.1922E-03     0.3316E+06    -0.6932E+00     0.7478E-03     0.5288E+00    -0.2603E+02
     0.5154E-03     0.1051E+03     0.3252E+02     0.1625E+00     0.1909E+00     0.1978E-03     0.3305E+06    -0.6767E+00     0.7528E-03     0.5377E+00    -0.2605E+02
     0.5223E-03     0.1052E+03     0.3253E+02     0.1624E+00     0.1890E+00     0.2035E-03     0.3295E+06    -0.6604E+00     0.7579E-03     0.5467E+00    -0.2607E+02
     0.5292E-03     0.1052E+03     0.3253E+02     0.1624E+00     0.1872E+00     0.2092E-03     0.3284E+06    -0.6441E+00     0.7631E-03     0.5556E+00    -0.2609E+02
     0.5362E-03     0.1053E+03     0.3253E+02     0.1624E+00     0.1853E+00     0.2151E-03     0.3274E+06    -0.6280E+00     0.7684E-03     0.5646E+00    -0.2612E+02
     0.5433E-03     0.1053E+03     0.3254E+02     0.1624E+00     0.1835E+00     0.2210E-03     0.3263E+06    -0.6119E+00     0.7738E-03     0.5736E+00    -0.2614E+02
     0.5506E-03     0.1054E+03     0.3254E+02     0.1623E+00     0.1817E+00     0.2270E-03     0.3253E+06    -0.5960E+00     0.7792E-03     0.5826E+00    -0.2616E+02
     0.5579E-03     0.1054E+03     0.3254E+02     0.1623E+00     0.1799E+00     0.2331E-03     0.3242E+06    -0.5801E+00     0.7848E-03     0.5917E+00    -0.2618E+02
     0.5653E-03     0.1055E+03     0.3254E+02     0.1623E+00     0.1781E+00     0.2393E-03     0.3232E+06    -0.5643E+00     0.7904E-03     0.6007E+00    -0.2620E+02
     0.5728E-03     0.1056E+03     0.3255E+02     0.1623E+00     0.1764E+00     0.2456E-03     0.3221E+06    -0.5487E+00     0.7961E-03     0.6098E+00    -0.2623E+02
     0.5804E-03     0.1056E+03     0.3255E+02     0.1622E+00     0.1747E+00     0.2520E-03     0.3211E+06    -0.5331E+00     0.8019E-03     0.6189E+00    -0.2625E+02
     0.5881E-03     0.1057E+03     0.3255E+02     0.1622E+00     0.1729E+00     0.2585E-03     0.3200E+06    -0.5176E+00     0.8077E-03     0.6280E+00    -0.2627E+02
     0.5959E-03     0.1057E+03     0.3255E+02     0.1622E+00     0.1712E+00     0.2650E-03     0.3190E+06    -0.5022E+00     0.8137E-03     0.6372E+00    -0.2629E+02
     0.6038E-03     0.1058E+03     0.3256E+02     0.1622E+00     0.1696E+00     0.2717E-03     0.3180E+06    -0.4868E+00     0.8198E-03     0.6464E+00    -0.2631E+02
     0.6118E-03     0.1058E+03     0.3256E+02     0.1621E+00     0.1679E+00     0.2785E-03     0.3169E+06    -0.4716E+00     0.8259E-03     0.6555E+00    -0.2634E+02
     0.6200E-03     0.1059E+03     0.3256E+02     0.1621E+00     0.1663E+00     0.2853E-03     0.3159E+06    -0.4564E+00     0.8322E-03     0.6648E+00    -0.2636E+02
     0.6282E-03     0.1060E+03     0.3256E+02     0.1621E+00     0.1646E+00     0.2923E-03     0.3149E+06    -0.4413E+00     0.8386E-03     0.6740E+00    -0.2638E+02
     0.6365E-03     0.1060E+03     0.3257E+02     0.1620E+00     0.1630E+00     0.2994E-03     0.3138E+06    -0.4263E+00     0.8450E-03     0.6833E+00    -0.2640E+02
     0.6450E-03     0.1061E+03     0.3257E+02     0.1620E+00     0.1614E+00     0.3065E-03     0.3128E+06    -0.4114E+00     0.8516E-03     0.6926E+00    -0.2643E+02
     0.6535E-03     0.1061E+03     0.3257E+02     0.1620E+00     0.1598E+00     0.3138E-03     0.3118E+06    -0.3965E+00     0.8583E-03     0.7019E+00    -0.2645E+02
     0.6622E-03     0.1062E+03     0.3257E+02     0.1620E+00     0.1583E+00     0.3212E-03     0.3107E+06    -0.3817E+00     0.8650E-03     0.7112E+00    -0.2647E+02
     0.6710E-03     0.1062E+03     0.3258E+02     0.1619E+00     0.1567E+00     0.3287E-03     0.3097E+06    -0.3670E+00     0.8719E-03     0.7206E+00    -0.2649E+02
